0,1 Mo,2 Mo,3 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
02/01/19,2.41,2.42,2.40,2.46,2.56,2.52,2.50,2.51,2.59,2.70,2.88,3.03
02/04/19,2.41,2.41,2.42,2.49,2.57,2.53,2.52,2.53,2.62,2.73,2.92,3.06
02/05/19,2.39,2.40,2.42,2.50,2.56,2.53,2.50,2.51,2.60,2.71,2.89,3.03
02/06/19,2.40,2.41,2.42,2.50,2.56,2.52,2.50,2.50,2.59,2.70,2.88,3.03
02/07/19,2.43,2.43,2.42,2.49,2.55,2.48,2.46,2.46,2.54,2.65,2.85,3.00
02/08/19,2.43,2.43,2.43,2.49,2.54,2.45,2.43,2.44,2.53,2.63,2.82,2.97
02/11/19,2.44,2.44,2.45,2.51,2.55,2.48,2.47,2.47,2.56,2.65,2.85,3.00
02/12/19,2.42,2.43,2.43,2.50,2.55,2.50,2.48,2.49,2.58,2.68,2.87,3.02
02/13/19,2.42,2.42,2.44,2.51,2.55,2.53,2.52,2.53,2.61,2.71,2.89,3.04
02/14/19,2.45,2.43,2.43,2.51,2.53,2.50,2.48,2.48,2.56,2.66,2.85,3.01
02/15/19,2.43,2.43,2.43,2.50,2.55,2.52,2.50,2.49,2.57,2.66,2.84,3.00
02/19/19,2.44,2.42,2.45,2.52,2.54,2.50,2.47,2.47,2.55,2.65,2.84,2.99
02/20/19,2.41,2.42,2.45,2.51,2.54,2.50,2.47,2.47,2.55,2.65,2.84,3.00
02/21/19,2.43,2.44,2.45,2.51,2.55,2.53,2.49,2.51,2.59,2.69,2.89,3.05
02/22/19,2.43,2.45,2.46,2.51,2.55,2.48,2.46,2.47,2.55,2.65,2.86,3.02
02/25/19,2.44,2.46,2.47,2.51,2.56,2.51,2.48,2.48,2.57,2.67,2.87,3.03
02/26/19,2.43,2.44,2.45,2.51,2.55,2.48,2.44,2.45,2.54,2.64,2.84,3.01
02/27/19,2.43,2.44,2.45,2.52,2.54,2.50,2.48,2.49,2.59,2.69,2.91,3.07
02/28/19,2.44,2.47,2.45,2.50,2.54,2.52,2.50,2.52,2.63,2.73,2.94,3.09
03/01/19,2.44,2.46,2.44,2.52,2.55,2.55,2.54,2.56,2.67,2.76,2.97,3.13
03/04/19,2.45,2.46,2.46,2.54,2.54,2.55,2.52,2.53,2.63,2.72,2.93,3.09
03/05/19,2.44,2.45,2.46,2.53,2.54,2.55,2.52,2.53,2.63,2.72,2.93,3.08
03/06/19,2.43,2.44,2.47,2.53,2.54,2.52,2.49,2.49,2.59,2.69,2.90,3.06
03/07/19,2.45,2.46,2.45,2.52,2.52,2.47,2.44,2.44,2.54,2.64,2.86,3.03
03/08/19,2.45,2.46,2.46,2.52,2.53,2.45,2.43,2.42,2.51,2.62,2.83,3.00
03/11/19,2.44,2.45,2.46,2.54,2.53,2.47,2.45,2.44,2.53,2.64,2.86,3.03
03/12/19,2.44,2.46,2.46,2.53,2.52,2.45,2.41,2.41,2.50,2.61,2.82,3.00
03/13/19,2.43,2.44,2.45,2.53,2.53,2.45,2.41,2.42,2.51,2.61,2.82,3.02
03/14/19,2.48,2.46,2.45,2.52,2.52,2.46,2.42,2.43,2.53,2.63,2.86,3.04
03/15/19,2.46,2.46,2.45,2.52,2.52,2.43,2.39,2.40,2.49,2.59,2.83,3.02
03/18/19,2.47,2.46,2.44,2.51,2.52,2.45,2.41,2.42,2.51,2.60,2.83,3.01
03/19/19,2.46,2.47,2.46,2.52,2.50,2.46,2.42,2.42,2.51,2.61,2.84,3.02
03/20/19,2.45,2.45,2.48,2.49,2.47,2.40,2.34,2.34,2.44,2.54,2.79,2.98
03/21/19,2.51,2.47,2.49,2.50,2.48,2.41,2.34,2.34,2.44,2.54,2.78,2.96
03/22/19,2.49,2.48,2.46,2.48,2.45,2.31,2.24,2.24,2.34,2.44,2.69,2.88
03/25/19,2.47,2.47,2.46,2.49,2.41,2.26,2.19,2.21,2.32,2.43,2.68,2.87
03/26/19,2.46,2.44,2.46,2.49,2.44,2.24,2.18,2.18,2.29,2.41,2.67,2.86
03/27/19,2.45,2.43,2.44,2.46,2.40,2.22,2.16,2.18,2.28,2.39,2.63,2.83
03/28/19,2.44,2.45,2.43,2.44,2.40,2.23,2.18,2.20,2.29,2.39,2.62,2.81
03/29/19,2.43,2.44,2.40,2.44,2.40,2.27,2.21,2.23,2.31,2.41,2.63,2.81
04/01/19,2.42,2.43,2.43,2.46,2.41,2.33,2.29,2.31,2.40,2.49,2.71,2.89
04/02/19,2.43,2.42,2.42,2.45,2.41,2.30,2.26,2.28,2.38,2.48,2.70,2.88
04/03/19,2.42,2.43,2.44,2.45,2.41,2.33,2.29,2.32,2.42,2.52,2.75,2.93
04/04/19,2.43,2.43,2.44,2.46,2.41,2.33,2.29,2.32,2.41,2.51,2.74,2.92
04/05/19,2.42,2.43,2.44,2.46,2.43,2.35,2.30,2.31,2.40,2.50,2.72,2.91
04/08/19,2.43,2.44,2.43,2.48,2.43,2.36,2.31,2.33,2.42,2.52,2.74,2.93
04/09/19,2.42,2.43,2.42,2.46,2.42,2.35,2.31,2.31,2.40,2.51,2.73,2.92
04/10/19,2.40,2.41,2.43,2.46,2.41,2.31,2.27,2.28,2.37,2.48,2.71,2.90
04/11/19,2.42,2.43,2.43,2.46,2.44,2.35,2.30,2.31,2.40,2.51,2.74,2.94
04/12/19,2.41,2.43,2.44,2.47,2.44,2.40,2.36,2.38,2.47,2.56,2.78,2.97
04/15/19,2.42,2.43,2.43,2.46,2.43,2.40,2.36,2.37,2.46,2.55,2.77,2.96
04/16/19,2.43,2.44,2.43,2.47,2.45,2.41,2.38,2.41,2.50,2.60,2.81,2.99
04/17/19,2.43,2.44,2.44,2.47,2.44,2.40,2.37,2.40,2.49,2.59,2.81,2.99
04/18/19,2.44,2.44,2.42,2.47,2.44,2.38,2.36,2.38,2.46,2.57,2.78,2.96
04/22/19,2.44,2.44,2.44,2.47,2.46,2.38,2.36,2.39,2.49,2.59,2.82,2.99
04/23/19,2.43,2.44,2.45,2.46,2.43,2.36,2.34,2.36,2.46,2.57,2.81,2.98
04/24/19,2.42,2.43,2.44,2.46,2.42,2.32,2.28,2.32,2.41,2.53,2.76,2.94
04/25/19,2.43,2.44,2.43,2.46,2.42,2.33,2.29,2.33,2.42,2.54,2.76,2.94
04/26/19,2.42,2.43,2.42,2.46,2.41,2.28,2.25,2.29,2.39,2.51,2.74,2.92
04/29/19,2.45,2.45,2.44,2.47,2.42,2.30,2.27,2.32,2.42,2.54,2.78,2.96
04/30/19,2.43,2.44,2.43,2.46,2.39,2.27,2.24,2.28,2.39,2.51,2.75,2.93
05/01/19,2.42,2.41,2.43,2.44,2.39,2.31,2.28,2.31,2.41,2.52,2.74,2.92
05/02/19,2.44,2.46,2.47,2.46,2.41,2.35,2.32,2.34,2.44,2.55,2.77,2.94
05/03/19,2.42,2.44,2.43,2.46,2.41,2.33,2.30,2.33,2.43,2.54,2.75,2.93
05/06/19,2.43,2.44,2.44,2.46,2.39,2.31,2.27,2.30,2.40,2.51,2.73,2.91
05/07/19,2.44,2.44,2.43,2.46,2.37,2.28,2.24,2.25,2.35,2.45,2.68,2.86
05/08/19,2.42,2.43,2.43,2.45,2.37,2.30,2.26,2.28,2.38,2.49,2.71,2.89
05/09/19,2.43,2.43,2.43,2.46,2.36,2.26,2.22,2.25,2.34,2.45,2.69,2.87
05/10/19,2.42,2.43,2.43,2.45,2.36,2.26,2.23,2.26,2.37,2.47,2.70,2.89
